"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
15148,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39,88,127
15148,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28,108,136
15148,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30,130,160
15148,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37,149,186
15148,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149
15148,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,62,127,189
15148,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58,217,275
15148,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74,495,569
15148,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57,483,540
15148,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56,344,400
15148,3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,75,277,352
15148,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194,46,188,234
15148,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,23,139,162
15148,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105
15149,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,10,53,63
15149,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28
15149,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14
15149,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5
15149,3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,1,8,9
15149,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,2,18,20
15149,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4,87,91
15149,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,21,247,268
15149,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,27,439,466
15149,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,28,203,231
15149,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43,102,145
15149,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56,147,203
15149,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,51,150,201
15149,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,43,178,221
15149,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,67,162,229
15149,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,69,147,216
15149,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,80,247,327
15149,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85,472,557
15149,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87,365,452
15149,3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,92,293,385
15149,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,66,222,288
15149,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,50,183,233
15149,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0,41,126,167
15149,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,33,139,172
15150,3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,19,97,116
15150,3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,20,75,95
15150,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194,8,51,59
15150,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,18,21,39
15150,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,7,4,11
15150,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,6,8,14
15150,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12,17,29
15150,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,7,35,42
15150,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,27,85,112
15150,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,47,139,186
15150,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,99,203,302
15150,3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0,122,209,331
15150,3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,140,252,392
15150,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,140,231,371
15150,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,151,232,383
15150,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0,157,235,392
15150,3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,175,235,410
15150,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,152,247,399
15150,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,108,199,307
15150,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375
15150,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,74,195,269
15150,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202
15150,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,61,126,187
15150,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,49,130,179
15151,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0,30,85,115
15151,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,17,73,90
15151,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87
15151,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34
15151,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11
15151,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0,3,9,12
15151,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0,7,13,20
15151,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0,24,27,51
15151,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,29,78,107
15151,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206
15151,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,136,196,332
15151,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,127,219,346
15151,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443
15151,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0,197,245,442
15151,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443
15151,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0,174,229,403
15151,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,177,278,455
15151,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178,243,421
15151,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382
15151,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317
15151,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213
15151,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183
15151,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0,19,95,114
15151,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,14,64,78
15152,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32
15152,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15
15152,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,3,6
15152,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2
15152,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,1,8,9
15152,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22
15152,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94
15152,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261
15152,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447
15152,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0,37,150,187
15152,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150
15152,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0,55,95,150
15152,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0,40,130,170
15152,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164
15152,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
15152,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0,76,126,202
15152,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275
15152,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604
15152,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0,79,512,591
15152,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56,340,396
15152,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54,251,305
15152,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0,52,190,242
15152,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0,33,112,145
15152,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0,16,65,81
15153,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5,25,30
15153,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0,5,8,13
15153,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0,2,9,11
15153,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0,0,2,2
15153,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0,1,7,8
15153,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0,1,20,21
15153,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124
15153,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347
15153,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456
15153,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0,38,208,246
15153,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157
15153,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0,49,118,167
15153,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202
15153,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0,33,156,189
15153,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160
15153,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0,39,127,166
15153,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,220,261
15153,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579
15153,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504
15153,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299
15153,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0,50,246,296
15153,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195
15153,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134
15153,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,58,81
15154,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,25,36
15154,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28
15154,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9,16
15154,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,3,5
15154,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5
15154,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,19,22
15154,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116
15154,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336
15154,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540
15154,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221
15154,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126
15154,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170
15154,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243
15154,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231
15154,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188
15154,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189
15154,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328
15154,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570
15154,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588
15154,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401
15154,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333
15154,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221
15154,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183
15154,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129
15155,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54
15155,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32
15155,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8
15155,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9
15155,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6
15155,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25
15155,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123
15155,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320
15155,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555
15155,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260
15155,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132
15155,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169
15155,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233
15155,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232
15155,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163
15155,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240
15155,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323
15155,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594
15155,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586
15155,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455
15155,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340
15155,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323
15155,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207
15155,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0,27,99,126
15156,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0,20,48,68
15156,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0,15,16,31
15156,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0,6,7,13
15156,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0,5,6,11
15156,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0,1,5,6
15156,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30
15156,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108
15156,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243
15156,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492
15156,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260
15156,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170
15156,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0,68,146,214
15156,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0,83,180,263
15156,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0,83,209,292
15156,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303
15156,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381
15156,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0,85,342,427
15156,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461
15156,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422
15156,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318
15156,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
15156,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218
15156,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0,49,173,222
15156,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
15157,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115
15157,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0,20,58,78
15157,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0,9,43,52
15157,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0,5,21,26
15157,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0,3,8,11
15157,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14
15157,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32
15157,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0,10,35,45
15157,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0,38,94,132
15157,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179
15157,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0,103,168,271
15157,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357
15157,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374
15157,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404
15157,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0,177,215,392
15157,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331
15157,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398
15157,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349
15157,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383
15157,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305
15157,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284
15157,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232
15157,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
15157,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154
15158,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144
15158,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78
15158,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69
15158,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33
15158,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5
15158,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1
15158,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3
15158,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25
15158,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92
15158,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181
15158,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264
15158,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390
15158,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404
15158,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421
15158,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375
15158,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376
15158,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414
15158,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358
15158,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181
15158,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183
15158,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,83,93,176
15158,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167
15158,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162
15158,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147
15159,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140
15159,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119
15159,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0,33,30,63
15159,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0,13,13,26
15159,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12
15159,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4
15159,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16
15159,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36
15159,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86
15159,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238
15159,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280
15159,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349
15159,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0,237,210,447
15159,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0,242,181,423
15159,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,235,173,408
15159,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408
15159,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0,236,216,452
15159,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0,240,196,436
15159,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418
15159,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375
15159,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386
15159,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457
15159,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326
15159,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138
15160,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55
15160,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39
15160,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13
15160,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8
15160,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5
15160,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0,1,19,20
15160,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94
15160,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270
15160,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432
15160,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227
15160,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139
15160,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172
15160,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201
15160,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203
15160,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178
15160,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0,51,111,162
15160,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281
15160,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545
15160,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496
15160,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368
15160,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284
15160,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245
15160,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155
15160,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73
15161,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37
15161,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15
15161,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5
15161,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,0,6,6
15161,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6
15161,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35
15161,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121
15161,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,24,288,312
15161,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428
15161,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189
15161,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43
15161,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,24,103,127
15161,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152
15161,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140
15161,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163
15161,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185
15161,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
15161,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596
15161,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563
15161,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394
15161,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312
15161,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241
15161,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186
15161,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98
15162,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35
15162,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16
15162,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8
15162,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4
